EmployeeID ,Department          ,DiscussionCount ,AverageRating ,FeedbackCount ,TotalCourseCount ,AverageQuizScore ,TotalTimeSpent ,EngagementLevelScore ,EngagementLevel
       716 ,Customer Support    ,           0.75 ,         1.69 ,         9.92 ,               1 ,               7 ,           119 , 16.4065             ,Low
       717 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       718 ,Customer Support    ,           1.52 ,         0.69 ,         5.56 ,               1 ,              16 ,           191 , 24.8885             ,Low
       719 ,Operations          ,           0.08 ,         1.42 ,         1.08 ,               1 ,              14 ,           123 , 16.587              ,Low
       720 ,Customer Support    ,           1.8  ,         1.08 ,         6.05 ,               1 ,               1 ,            39 ,  6.19               ,Low
       721 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       722 ,Product Development ,           0.05 ,         1.09 ,         7.01 ,               1 ,              11 ,            78 , 12.4345             ,Low
       723 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       724 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       725 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       726 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       727 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       728 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       729 ,Legal               ,           1.12 ,         0.49 ,         9.0  ,               1 ,               2 ,            45 ,  7.346500000000001  ,Low
       730 ,Finance             ,           2.46 ,         1.88 ,         1.51 ,               1 ,               6 ,            73 , 10.264000000000001  ,Low
       731 ,IT                  ,          10.78 ,         3.57 ,        36.75 ,               3 ,              60 ,           283 , 54.298500000000004  ,Medium
       732 ,Finance             ,          17.78 ,         4.88 ,        57.55 ,               4 ,              86 ,           166 , 55.186              ,Medium
       733 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       734 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       735 ,Sales               ,           2.2  ,         0.57 ,         2.69 ,               1 ,              14 ,           272 , 32.020500000000006  ,Low
       736 ,Legal               ,           0.91 ,         1.73 ,         9.32 ,               1 ,              18 ,           250 , 32.1785             ,Low
       737 ,Human Resources     ,           2.11 ,         0.61 ,         2.87 ,               1 ,               7 ,           171 , 20.198500000000003  ,Low
       738 ,Legal               ,          10.47 ,         3.98 ,        36.25 ,               2 ,              55 ,           241 , 48.589              ,Low
       739 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       740 ,Engineering         ,          11.51 ,         3.44 ,        33.06 ,               2 ,              58 ,           275 , 52.174              ,Medium
       741 ,Legal               ,          13.51 ,         3.17 ,        35.35 ,               2 ,              47 ,           266 , 49.3145             ,Low
       742 ,Customer Support    ,          12.79 ,         3.2  ,        36.44 ,               2 ,              54 ,            43 , 28.846              ,Low
       743 ,Sales               ,          12.13 ,         3.5  ,        37.63 ,               2 ,              56 ,            73 , 32.527              ,Low
       744 ,Product Development ,           0.47 ,         1.79 ,         5.46 ,               1 ,              10 ,           217 , 26.033500000000004  ,Low
       745 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       746 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       747 ,Operations          ,           0.6  ,         0.61 ,         8.97 ,               1 ,              13 ,           138 , 19.3165             ,Low
       748 ,Product Development ,           1.09 ,         1.29 ,         9.58 ,               1 ,              14 ,            67 , 12.8565             ,Low
       749 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       750 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       751 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       752 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       753 ,IT                  ,          13.09 ,         3.18 ,        34.29 ,               2 ,              48 ,           174 , 40.071              ,Low
       754 ,Product Development ,          10.79 ,         3.21 ,        37.63 ,               2 ,              48 ,           260 , 48.8865             ,Low
       755 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       756 ,IT                  ,           1.87 ,         0.25 ,         5.32 ,               1 ,               7 ,           309 , 34.350500000000004  ,Low
       757 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       758 ,Marketing           ,          10.67 ,         3.23 ,        34.34 ,               2 ,              56 ,           172 , 41.4095             ,Low
       759 ,Operations          ,           0.86 ,         1.52 ,         6.01 ,               1 ,              11 ,           266 , 31.304000000000002  ,Low
       760 ,Customer Support    ,           0.35 ,         0.75 ,         7.83 ,               1 ,              17 ,           224 , 28.673500000000004  ,Low
       761 ,Operations          ,           1.87 ,         0.22 ,         1.45 ,               1 ,               8 ,           127 , 15.619000000000002  ,Low
       762 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       763 ,Operations          ,          10.65 ,         3.75 ,        30.0  ,               2 ,              41 ,           136 , 33.3175             ,Low
       764 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       765 ,Marketing           ,          18.19 ,         4.76 ,        51.56 ,               4 ,              67 ,           205 , 53.19               ,Medium
       766 ,Product Development ,          14.9  ,         3.75 ,        38.46 ,               2 ,              54 ,           271 , 52.609500000000004  ,Medium
       767 ,Customer Support    ,           2.27 ,         0.58 ,         9.97 ,               1 ,               6 ,            27 ,  6.993              ,Low
       768 ,Human Resources     ,          16.0  ,         4.76 ,        50.45 ,               4 ,              84 ,           284 , 64.68               ,Medium
       769 ,IT                  ,          19.99 ,         4.98 ,        57.98 ,               4 ,              85 ,           247 , 63.589              ,Medium
       770 ,Engineering         ,           0.7  ,         1.12 ,         9.54 ,               1 ,              12 ,            96 , 15.128000000000002  ,Low
       771 ,Engineering         ,           0.7  ,         1.75 ,         6.09 ,               1 ,               1 ,           316 , 33.8455             ,Low
       772 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       773 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       774 ,Finance             ,           0.11 ,         0.19 ,         1.63 ,               1 ,               3 ,           252 , 26.545500000000004  ,Low
       775 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       776 ,Finance             ,          13.47 ,         3.73 ,        37.76 ,               2 ,              56 ,           252 , 50.7785             ,Medium
       777 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       778 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       779 ,Marketing           ,          14.76 ,         3.53 ,        34.36 ,               3 ,              50 ,           279 , 51.706500000000005  ,Medium
       780 ,Marketing           ,           0.21 ,         1.97 ,         7.78 ,               1 ,               7 ,           110 , 15.0405             ,Low
       781 ,Customer Support    ,           1.56 ,         0.25 ,         8.83 ,               1 ,              12 ,           227 , 28.0405             ,Low
       782 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       783 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       784 ,Sales               ,           2.07 ,         1.62 ,         2.31 ,               1 ,               0 ,           313 , 32.781              ,Low
       785 ,Engineering         ,           0.37 ,         1.03 ,         9.7  ,               1 ,               1 ,           165 , 19.2215             ,Low
       786 ,Operations          ,          11.55 ,         3.97 ,        35.12 ,               3 ,              54 ,            95 , 33.9265             ,Low
       787 ,Customer Support    ,           0.65 ,         0.94 ,         9.47 ,               1 ,              12 ,            95 , 14.959              ,Low
       788 ,Human Resources     ,          14.17 ,         3.92 ,        31.54 ,               2 ,              52 ,           138 , 37.322              ,Low
       789 ,Marketing           ,           0.52 ,         1.06 ,         4.71 ,               1 ,              13 ,           285 , 33.261              ,Low
       790 ,Customer Support    ,           2.24 ,         0.43 ,         5.77 ,               1 ,              13 ,            37 ,  8.8595             ,Low
       791 ,Finance             ,          13.75 ,         3.92 ,        33.96 ,               2 ,              59 ,            26 , 28.272000000000002  ,Low
       792 ,Human Resources     ,           2.06 ,         1.47 ,         5.81 ,               1 ,              15 ,           187 , 24.5915             ,Low
       793 ,Engineering         ,           1.69 ,         1.05 ,         2.94 ,               1 ,               4 ,            98 , 12.188500000000001  ,Low
       794 ,Product Development ,          18.7  ,         4.23 ,        40.16 ,               5 ,              69 ,           113 , 42.3795             ,Low
       795 ,IT                  ,           1.62 ,         1.07 ,         2.73 ,               1 ,              19 ,           102 , 16.2875             ,Low
       796 ,Finance             ,          11.83 ,         3.46 ,        30.41 ,               3 ,              45 ,           133 , 34.463              ,Low
       797 ,Product Development ,           2.6  ,         0.07 ,         9.71 ,               1 ,              10 ,           171 , 22.279500000000002  ,Low
       798 ,Operations          ,          14.3  ,         3.31 ,        34.11 ,               2 ,              57 ,           308 , 55.959500000000006  ,Medium
       799 ,Human Resources     ,          14.58 ,         3.65 ,        33.36 ,               2 ,              52 ,           148 , 38.700500000000005  ,Low
       800 ,Human Resources     ,           0.72 ,         1.96 ,         8.21 ,               1 ,               6 ,           149 , 18.876              ,Low
       801 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       802 ,Marketing           ,           0.4  ,         0.44 ,         2.34 ,               1 ,              15 ,           293 , 33.908              ,Low
       803 ,Operations          ,          12.99 ,         3.14 ,        32.39 ,               2 ,              50 ,           244 , 47.161              ,Low
       804 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       805 ,IT                  ,          11.25 ,         3.7  ,        38.82 ,               2 ,              44 ,           286 , 50.939              ,Medium
       806 ,Engineering         ,          12.76 ,         3.97 ,        39.46 ,               2 ,              52 ,           305 , 55.3365             ,Medium
       807 ,Finance             ,          11.5  ,         3.35 ,        32.81 ,               2 ,              45 ,           171 , 38.4495             ,Low
       808 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       809 ,IT                  ,          13.45 ,         3.38 ,        32.05 ,               2 ,              60 ,            75 , 32.845              ,Low
       810 ,Operations          ,           2.3  ,         1.91 ,         7.92 ,               1 ,              16 ,            95 , 16.2215             ,Low
       811 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       812 ,Operations          ,          15.18 ,         4.3  ,        45.21 ,               4 ,              76 ,            35 , 36.453              ,Low
       813 ,Sales               ,           2.94 ,         0.62 ,         2.05 ,               1 ,               3 ,            68 ,  8.903              ,Low
       814 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       815 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       816 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       817 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       818 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       819 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       820 ,Marketing           ,           0.87 ,         0.74 ,         4.17 ,               1 ,               4 ,            55 ,  7.893              ,Low
       821 ,Legal               ,          11.27 ,         3.23 ,        36.62 ,               2 ,              49 ,           197 , 42.7355             ,Low
       822 ,IT                  ,           0.69 ,         0.78 ,         7.8  ,               1 ,               1 ,           307 , 33.043000000000006  ,Low
       823 ,Operations          ,          11.38 ,         3.78 ,        32.58 ,               2 ,              50 ,           197 , 42.337              ,Low
       824 ,IT                  ,           0.01 ,         0.73 ,         3.38 ,               1 ,              15 ,           143 , 19.110500000000002  ,Low
       825 ,Human Resources     ,           2.33 ,         1.11 ,         4.79 ,               1 ,               8 ,           205 , 24.4015             ,Low
       826 ,Product Development ,          13.73 ,         3.46 ,        33.41 ,               2 ,              60 ,           244 , 50.093              ,Medium
       827 ,Human Resources     ,           0.54 ,         1.66 ,         7.89 ,               1 ,               6 ,           177 , 21.500999999999998  ,Low
       828 ,Finance             ,           1.71 ,         1.93 ,         4.98 ,               1 ,               2 ,           142 , 16.7205             ,Low
       829 ,Customer Support    ,           0.62 ,         0.13 ,         4.37 ,               1 ,               6 ,           118 , 14.5305             ,Low
       830 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       831 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       832 ,Operations          ,          13.72 ,         3.17 ,        34.41 ,               2 ,              50 ,            17 , 25.0185             ,Low
       833 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       834 ,Human Resources     ,           2.37 ,         0.79 ,         4.1  ,               1 ,               6 ,            13 ,  4.491499999999999  ,Low
       835 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       836 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       837 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       838 ,Marketing           ,           2.33 ,         0.94 ,         8.36 ,               1 ,               7 ,           217 , 26.023000000000003  ,Low
       839 ,IT                  ,          10.7  ,         3.56 ,        32.93 ,               2 ,              48 ,           182 , 40.215999999999994  ,Low
       840 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       841 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       842 ,Finance             ,           0.69 ,         1.07 ,         8.65 ,               1 ,               4 ,           135 , 16.8355             ,Low
       843 ,Human Resources     ,           1.6  ,         1.8  ,         5.04 ,               1 ,               2 ,            84 , 10.878              ,Low
       844 ,Engineering         ,           1.87 ,         0.2  ,         3.14 ,               1 ,               1 ,            80 ,  9.502              ,Low
       845 ,Sales               ,           2.65 ,         0.18 ,         8.98 ,               1 ,               2 ,           309 , 33.971000000000004  ,Low
       846 ,Human Resources     ,           1.01 ,         1.08 ,         1.69 ,               1 ,               0 ,           307 , 31.710000000000004  ,Low
       847 ,Sales               ,          14.2  ,         4.0  ,        35.1  ,               2 ,              53 ,           249 , 49.41               ,Low
       848 ,Product Development ,          14.13 ,         3.72 ,        31.15 ,               2 ,              43 ,           131 , 34.236000000000004  ,Low
       849 ,Human Resources     ,           2.18 ,         1.98 ,         8.81 ,               1 ,              12 ,           301 , 35.993              ,Low
       850 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       851 ,Marketing           ,          13.31 ,         3.94 ,        37.92 ,               2 ,              50 ,           256 , 49.731              ,Low
       852 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       853 ,Sales               ,          10.8  ,         3.98 ,        39.02 ,               2 ,              50 ,            33 , 27.159000000000002  ,Low
       854 ,Operations          ,          14.74 ,         3.22 ,        34.02 ,               2 ,              54 ,           305 , 54.957              ,Medium
       855 ,Engineering         ,          10.46 ,         3.47 ,        32.56 ,               2 ,              56 ,           270 , 50.8715             ,Medium
       856 ,Customer Support    ,          14.64 ,         3.9  ,        33.67 ,               2 ,              46 ,           161 , 38.637              ,Low
       857 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       858 ,Customer Support    ,           1.11 ,         1.74 ,         2.66 ,               1 ,               3 ,           136 , 15.739              ,Low
       859 ,Finance             ,          12.66 ,         3.19 ,        32.8  ,               3 ,              51 ,            86 , 31.8395             ,Low
       860 ,Engineering         ,           1.59 ,         1.5  ,         8.88 ,               1 ,              18 ,            68 , 13.969000000000001  ,Low
       861 ,Engineering         ,          14.08 ,         3.87 ,        31.1  ,               2 ,              58 ,           188 , 43.703500000000005  ,Low
       862 ,Operations          ,           1.65 ,         1.43 ,         1.67 ,               1 ,               0 ,            93 , 10.521500000000001  ,Low
       863 ,Finance             ,           2.5  ,         1.71 ,         2.46 ,               1 ,               2 ,           253 , 27.4195             ,Low
       864 ,Customer Support    ,          13.32 ,         3.63 ,        35.19 ,               3 ,              43 ,           127 , 34.6595             ,Low
       865 ,Product Development ,           2.49 ,         1.12 ,         3.97 ,               1 ,              19 ,           199 , 26.422000000000004  ,Low
       866 ,IT                  ,           1.97 ,         1.75 ,         2.23 ,               1 ,              18 ,           285 , 34.4775             ,Low
       867 ,Product Development ,          14.79 ,         3.32 ,        34.95 ,               2 ,              44 ,            28 , 24.978000000000005  ,Low
       868 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       869 ,Operations          ,           0.97 ,         0.59 ,         5.86 ,               1 ,               2 ,           107 , 12.9135             ,Low
       870 ,Engineering         ,           1.84 ,         0.47 ,         4.59 ,               1 ,               3 ,           254 , 27.753500000000003  ,Low
       871 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       872 ,Engineering         ,           1.3  ,         0.23 ,         4.23 ,               1 ,               1 ,           309 , 32.5135             ,Low
       873 ,Legal               ,           0.16 ,         0.96 ,         2.64 ,               1 ,              19 ,            85 , 14.25               ,Low
       874 ,Marketing           ,          11.26 ,         3.89 ,        39.77 ,               2 ,              55 ,            23 , 27.628500000000003  ,Low
       875 ,Customer Support    ,           0.98 ,         0.43 ,         4.36 ,               1 ,              16 ,           221 , 27.4755             ,Low
       876 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       877 ,Sales               ,           2.99 ,         1.05 ,         4.14 ,               1 ,               2 ,           201 , 22.488500000000002  ,Low
       878 ,Human Resources     ,           1.47 ,         1.68 ,         6.33 ,               1 ,              13 ,            14 ,  6.83               ,Low
       879 ,Finance             ,          12.39 ,         3.48 ,        36.25 ,               2 ,              56 ,           245 , 49.498000000000005  ,Low
       880 ,Marketing           ,          10.7  ,         3.91 ,        38.57 ,               3 ,              49 ,            54 , 29.0815             ,Low
       881 ,Customer Support    ,          14.51 ,         3.52 ,        31.93 ,               3 ,              47 ,           134 , 35.918              ,Low
       882 ,Finance             ,           0.3  ,         0.29 ,         9.55 ,               1 ,              16 ,           217 , 27.942500000000003  ,Low
       883 ,Sales               ,           1.47 ,         1.33 ,         5.73 ,               1 ,               7 ,           220 , 25.7225             ,Low
       884 ,Engineering         ,           0.69 ,         0.08 ,         5.68 ,               1 ,              18 ,           292 , 35.194              ,Low
       885 ,Sales               ,          11.65 ,         3.76 ,        33.5  ,               2 ,              50 ,            99 , 32.77               ,Low
       886 ,Legal               ,           0.97 ,         1.13 ,         5.92 ,               1 ,               3 ,            48 ,  7.410500000000001  ,Low
       887 ,Marketing           ,           0.11 ,         0.91 ,         1.93 ,               1 ,               5 ,           195 , 21.5855             ,Low
       888 ,Customer Support    ,          12.17 ,         3.15 ,        37.14 ,               2 ,              44 ,           200 , 42.0495             ,Low
       889 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       890 ,Marketing           ,           1.58 ,         1.01 ,         4.86 ,               1 ,              15 ,           228 , 28.2905             ,Low
       891 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       892 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       893 ,Customer Support    ,           1.66 ,         0.99 ,         8.69 ,               1 ,               9 ,           157 , 20.4675             ,Low
       894 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       895 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       896 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       897 ,Sales               ,           2.03 ,         0.23 ,         7.41 ,               1 ,               4 ,            67 ,  9.845500000000001  ,Low
       898 ,Product Development ,          14.21 ,         3.58 ,        34.91 ,               3 ,              59 ,           151 , 41.169              ,Low
       899 ,IT                  ,           1.99 ,         1.8  ,         2.61 ,               1 ,               1 ,            53 ,  7.120000000000001  ,Low
       900 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       901 ,Legal               ,          13.64 ,         3.82 ,        37.15 ,               3 ,              55 ,           247 , 50.163000000000004  ,Medium
       902 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       903 ,Customer Support    ,           1.73 ,         0.58 ,         9.07 ,               1 ,              14 ,           173 , 23.305              ,Low
       904 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       905 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       906 ,Engineering         ,           0.28 ,         0.79 ,         4.81 ,               1 ,              12 ,           107 , 15.1155             ,Low
       907 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       908 ,Legal               ,          10.48 ,         3.6  ,        38.86 ,               2 ,              44 ,           140 , 36.168              ,Low
       909 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       910 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       911 ,Marketing           ,           0.64 ,         1.35 ,         7.41 ,               1 ,               4 ,           155 , 18.6475             ,Low
       912 ,Finance             ,          13.12 ,         3.37 ,        37.85 ,               2 ,              51 ,           209 , 45.0865             ,Low
       913 ,Marketing           ,          14.47 ,         3.72 ,        37.94 ,               2 ,              55 ,           184 , 43.962              ,Low
       914 ,Product Development ,           0.43 ,         1.72 ,         5.1  ,               1 ,              19 ,           157 , 22.186              ,Low
       915 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       916 ,Customer Support    ,           1.4  ,         0.32 ,         6.55 ,               1 ,              19 ,           122 , 18.82               ,Low
       917 ,Sales               ,           1.03 ,         0.79 ,         2.82 ,               1 ,               6 ,           226 , 25.267500000000002  ,Low
       918 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       919 ,Human Resources     ,          13.08 ,         3.45 ,        35.53 ,               2 ,              53 ,           128 , 37.03450000000001   ,Low
       920 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       921 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       922 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       923 ,Operations          ,           1.62 ,         0.96 ,         6.02 ,               1 ,               8 ,           161 , 20.068              ,Low
       924 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       925 ,Finance             ,          14.55 ,         3.98 ,        37.33 ,               2 ,              47 ,           284 , 51.92100000000001   ,Medium
       926 ,Operations          ,           2.95 ,         0.86 ,         7.18 ,               1 ,              18 ,           130 , 19.941000000000003  ,Low
       927 ,Customer Support    ,          14.05 ,         4.0  ,        33.32 ,               2 ,              51 ,            37 , 27.324              ,Low
       928 ,Legal               ,          11.8  ,         3.84 ,        39.52 ,               3 ,              52 ,            97 , 34.524              ,Low
       929 ,Operations          ,           1.27 ,         0.58 ,         6.83 ,               1 ,              11 ,           260 , 30.715              ,Low
       930 ,Operations          ,           0.73 ,         0.21 ,         2.71 ,               1 ,              17 ,           208 , 25.9905             ,Low
       931 ,Marketing           ,          13.34 ,         3.74 ,        39.54 ,               2 ,              60 ,           189 , 45.81100000000001   ,Low
       932 ,Engineering         ,          14.95 ,         3.98 ,        32.53 ,               3 ,              42 ,           314 , 52.991              ,Medium
       933 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       934 ,Operations          ,           2.33 ,         0.53 ,         5.89 ,               1 ,               1 ,            90 , 11.2265             ,Low
       935 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       936 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       937 ,Engineering         ,           2.01 ,         0.38 ,         9.65 ,               1 ,               6 ,           156 , 19.727000000000004  ,Low
       938 ,Engineering         ,          12.5  ,         3.23 ,        34.24 ,               2 ,              47 ,           236 , 45.9055             ,Low
       939 ,Customer Support    ,           0.38 ,         1.65 ,         4.39 ,               1 ,              10 ,           213 , 25.366500000000002  ,Low
       940 ,Product Development ,           1.19 ,         1.24 ,         7.7  ,               1 ,               3 ,           108 , 13.838000000000001  ,Low
       941 ,Product Development ,          16.52 ,         4.97 ,        48.06 ,               5 ,              91 ,           275 , 65.4085             ,Medium
       942 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       943 ,Operations          ,           2.12 ,         0.49 ,         9.32 ,               1 ,              19 ,           226 , 29.960500000000003  ,Low
       944 ,Marketing           ,           1.83 ,         1.59 ,         9.04 ,               1 ,              14 ,            69 , 13.1715             ,Low
       945 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       946 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       947 ,Operations          ,          11.44 ,         3.25 ,        36.39 ,               2 ,              48 ,           234 , 46.1785             ,Low
       948 ,Product Development ,           1.77 ,         0.16 ,         1.32 ,               1 ,              11 ,           251 , 28.708000000000002  ,Low
       949 ,Customer Support    ,           1.09 ,         0.7  ,         8.0  ,               1 ,               2 ,           271 , 29.793000000000003  ,Low
       950 ,Legal               ,           0.08 ,         0.5  ,         5.51 ,               1 ,               9 ,           201 , 23.793000000000003  ,Low
       951 ,IT                  ,           0.41 ,         1.68 ,         1.83 ,               1 ,               5 ,           259 , 28.218000000000004  ,Low
       952 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       953 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
